query	anton_grade	gpt4v_naive_grade	human_0_grade	human_1_grade	article_id
dark ping t-shirt	0	0	0	0	590376002
dark zipped hoodie	2	2	2	2	907692001
dark zipped hoodie	2	2	2	2	828536004
divided blue denim jacket	1	1	1	0	549108001
divided blue denim jacket	2	2	2	2	735600002
home kids	1	1	0	0	544290007
kids chelsea boots	2	2	2	2	887561005
kids chelsea boots	2	2	2	2	746613004
kids chelsea boots	2	2	2	2	746613001
kids' sandals	2	2	2	2	656949001
ruffled sleeve blouse	1	1	0	2	861765003
ruffled sleeve blouse	1	1	1	2	872378001
sandra	2	2	2	1	823827001
sports utility wear	2	2	2	2	718632001
sports utility wear	2	2	2	2	893119001
sports utility wear	2	2	2	2	807362001
sports utility wear	2	2	2	2	706459002
transparent iphone case	2	2	2	2	589005001
transparent iphone case	0	0	0	0	532123001
transparent iphone case	0	0	0	0	611218001
transparent iphone case	0	0	0	0	652647002
transparent iphone case	0	0	0	0	318035003
womem dresses	2	2	2	2	693612004
womem dresses	2	2	2	2	693612001
womem dresses	2	2	2	2	717849001
womem dresses	2	2	2	2	755090001
womem dresses	2	2	2	2	717849003
womem dresses	2	2	2	2	720650003
yellowish brown sweater	2	1	2	2	777148003
yellowish brown sweater	2	2	2	2	776738003
yellowish brown sweater	2	1	2	1	656491009
yellowish brown sweater	2	1	2	2	610476004
yellowish brown sweater	2	1	0	2	802932002
yellowish brown sweater	2	1	2	2	739895009
yellowish brown sweater	1	1	2	0	663588001
yellowish brown sweater	1	0	2	0	632803003
yellowish brown sweater	1	1	2	0	531394004
yellowish brown sweater	1	1	2	0	874754016
